Date,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10
2020-01-22,0.00774642444269412,-0.014804401346194238,-0.0009930724693489826,0.01737844344053075,0.014607058557964117,-0.13022437634171147,0.01700503225570584,-0.0007882594174727052,0.009298850527711898,0.026295450867159727
2020-01-23,0.02779526535335421,-0.044409285943783454,-0.011820189947198727,0.020919989697657,0.01851068837988086,-0.14047826576559266,0.01153820209616295,0.008244884504454226,0.012775202401444323,-0.02831537985496374
2020-01-24,0.05266573631673434,-0.029170124178246725,-0.03415919605906974,0.031479428483566496,0.012974463814996541,-0.14036587420991503,-0.0003783272921313484,0.02075949587756738,-0.0004851645619353169,-0.09428837653695345
2020-01-25,0.018315701168135166,-0.03870260012490853,-0.011491578414551364,0.030198409215797837,0.024309823143430966,-0.12818230276391124,0.0352187186247864,0.012724596335171283,0.004384857742847695,-0.06203651336598746
2020-01-26,0.04044706024836278,-0.03488333251164493,-0.02582629093446407,0.03005954187002278,0.031297379763556996,-0.12705843135751463,-0.009790951542570692,0.03821597452015035,0.017635657445942674,-0.10627494513523611
2020-01-27,0.018193007377371645,-0.04347581892973744,-0.014809195241946498,0.037366987626675424,0.012997410980320336,-0.14084286422026027,0.008880368231299295,0.021662618312975702,0.004152898707734766,-0.07107353437467252
2020-01-28,0.030831612006415286,-0.017213537106728887,-0.02503147603753085,0.036069101709643295,0.02651590395248585,-0.11055439334410644,0.020918527722723183,0.03868379867415106,-0.008039901738959292,-0.11646604778641756
2020-01-29,0.0001595292286962256,-0.05952212465074407,0.025749510090239895,0.029697612780113538,0.02227842139532899,-0.12548906886858224,0.02441868316389735,0.0225117039741379,-0.003767947363507963,-0.05234615760880752
2020-01-30,0.010717492737838126,-0.08046980272413139,-0.00606846590645227,0.028058643933446616,0.026004801651810187,-0.13659509232184583,-0.0024594760117510085,0.047155425725001254,0.010408428239873611,-0.08234563652951284
2020-01-31,0.03938529919359348,0.016351423178064553,-0.026361706093618213,0.03622302750970573,0.025089163680013505,-0.11286366246622193,-0.001356230387408298,0.020340701250249945,0.009427198641391786,-0.08633269102948299
2020-02-01,-0.012707973352239202,-0.03470502980636713,-0.010221193657154869,0.028575288682829825,0.027125067164898063,-0.12367511196483069,-0.0012708927307966827,0.024172664993354853,0.022002214938011227,-0.08520056824835205
2020-02-02,-0.0017305113761408569,-0.06873054255932094,0.00891481856614502,0.017982763235715092,-0.0027853121322415526,-0.1247560008751991,0.010145168981632221,0.052058158676409984,0.0372151783967738,-0.0599347393917151
2020-02-03,-0.002605325475521142,-0.06579151945259099,0.026910030073436106,0.0208593655481339,0.017645709295075317,-0.13760494652300648,-0.0027257446629680784,-0.0004104343844252108,0.028118419991174596,-0.01723830432528222
2020-02-04,0.03357795472327777,-0.06136633766400321,-0.013477257601527006,0.025024082472147168,0.022664986023321555,-0.13773240722244878,-0.0024190838464743236,0.036461292187506066,0.004453556260225667,-0.08437719032054325
2020-02-05,0.008745074269250324,-0.037386979201203235,-0.00011528774198939554,0.03341262109474971,0.019358956510500742,-0.1291885253506245,0.013099551817764593,0.02420074778350063,0.0012772480567766484,-0.04195386212570201
2020-02-06,0.018084742558043737,-0.019915068679653643,-0.02026080568204818,0.028849814072937147,0.001657389402724933,-0.14578737352290513,0.002133729484380636,-0.00171970549691634,0.012010886207299103,-0.03739116119037316
2020-02-07,-0.04540257857915817,0.01996257098326922,-0.017831294220362847,0.0395480916908686,0.005700869492849238,-0.10159728437530173,0.023226863088645303,0.026979861790196142,0.002751427560592154,-0.03545230018285347
2020-02-08,0.04012118442475992,-0.05209409597390445,0.0030404759451369764,0.010775526518558592,-0.0060055283792864195,-0.12619615761467698,0.03279197147013736,0.033110790210256376,0.0003887600709398779,-0.06935559998054372
2020-02-09,0.008793502143215915,0.008703776287532628,-0.019494139238320666,0.02542666939278251,0.017115222210944053,-0.11694234928809084,0.014286051318381312,0.02481219808580145,0.0008249679063083868,-0.030280059250654152
2020-02-10,-0.016823526172803704,-0.0410047945563203,0.0030427469427995843,0.031172909388697885,-0.004016618026006616,-0.12618764743313998,0.04431258975844424,0.015188956905274121,0.006930655601415773,-0.03383438037436183
2020-02-11,0.009373102391306785,-0.024642084204252433,-0.004387960701730603,0.020223226412372355,0.01741635594694286,-0.13263221717816626,0.0034080764670533894,0.0056544809796597335,0.013913782189086765,-0.015520448017353881
2020-02-12,-0.013931836014822244,-0.014198967649514189,-0.011943854208039194,0.022748934650507244,0.017804168013041178,-0.1237740084975569,0.028022201907276566,0.004882354650697345,0.008083020139547778,0.01304544347125107
2020-02-13,0.0007615281405724054,-0.07454207777200987,-0.002520178685104662,0.023464366603984953,0.019736601237433402,-0.14400704518646382,0.0042606852087466165,0.024295677429163432,0.013764487263760379,-0.036879366353949124
2020-02-14,0.0011417937400828432,-0.04836535921543446,-0.019991500348525124,0.022450698284776735,0.022726680371184443,-0.1383985442638586,0.014252198463975498,0.021576718428921227,0.014618122250695342,-0.020003830818402013
2020-02-15,-0.00038201226468607464,-0.03057883379151802,-0.015233123059288051,0.02051190387392334,0.03147135138057657,-0.12085158858445075,0.019401380157175824,0.028778672696617713,0.011654992595126354,-0.03227550061798153
2020-02-16,0.03765622227500171,-0.009036377376405872,-0.02791550194299292,0.01430422759208662,0.006647880228908517,-0.12567621508512675,0.01659411246247882,0.023397824021105417,0.022968626017300573,-0.028372445480254298
2020-02-17,0.020051977942150884,-0.0012520164410634725,-0.02636448712526378,0.023454137296757376,0.013996335587803851,-0.12871016588202777,0.012183933821116006,0.0071468370106379945,0.008353861999471864,-0.014300669129643506
2020-02-18,0.0054002794653909576,-0.015203596493651996,-0.023410889167066136,0.02049363479376219,0.023776217239547936,-0.12925758021263475,0.012680638763465507,0.013243048656298237,0.018555745126636908,-0.005977514686098255
2020-02-19,0.010596432736401422,-0.0055717211545223974,-0.020569997363874163,0.014214981467869198,0.01723336620032563,-0.1281307744601077,0.01205057346460647,0.007286553206531832,0.011659566941770134,0.016032076100739836
2020-02-20,0.03177506650903048,0.10725274367456045,-0.03375274705549827,0.02904913252850066,0.01776390035469448,-0.09821075885415681,0.015809278636902346,-0.01588916085309748,0.02114413748794221,0.006284242083349228
2020-02-21,0.03622854464362566,0.18966850389318046,-0.0350066405750475,0.03390508018791682,0.009520547706362462,-0.07221221568000923,0.01524008565562919,-0.028864310596349543,0.0034808174574823747,0.025140751938160573
