Date,IC1,IC2,IC3
2020-01-22,0.02612272775794503,-0.09904730868643474,0.06462686063353139
2020-01-23,-0.0036018103450636794,-0.1101377568952754,0.08878230628180993
2020-01-24,-0.04756499949154157,-0.12790128396005832,0.10380800866625003
2020-01-25,-0.009441344765813759,-0.11451429146746235,0.08238753308641898
2020-01-26,-0.03641408111295975,-0.125263198944236,0.0871800794795244
2020-01-27,-0.025428536902206363,-0.12392143828820101,0.09103340872777815
2020-01-28,-0.03662012004438557,-0.12167857569082521,0.07677664159194475
2020-01-29,-0.0028644470923360477,-0.111474595108145,0.06272779625886982
2020-01-30,-0.019258457820679295,-0.11633900347552922,0.08649166316915
2020-01-31,-0.03125397447548614,-0.12396290267333479,0.07075898880171051
2020-02-01,-0.02494303582268801,-0.12130751845111969,0.05837507616861849
2020-02-02,0.0019447407664810355,-0.10692596847759311,0.06328351226638813
2020-02-03,0.0016900424937680114,-0.10609142455003343,0.06365404225567683
2020-02-04,-0.029490072531540384,-0.11978590258267725,0.09219377984649661
2020-02-05,-0.002248451619169496,-0.11311516221577185,0.07400360542593759
2020-02-06,-0.022569283037214713,-0.12130994732469436,0.08578307894554135
2020-02-07,0.005978613967843038,-0.10769454548177927,0.034713924684122086
2020-02-08,-0.017768265096231185,-0.10964494219273457,0.07763403170375664
2020-02-09,0.0035057273514679525,-0.11149730355006579,0.05914676109775892
2020-02-10,0.005339215474026418,-0.10678492024650199,0.06551292642261014
2020-02-11,0.0014328401840237163,-0.1091049116634947,0.06762128018337592
2020-02-12,0.026476860664686016,-0.09810706057854589,0.06079323648037359
2020-02-13,-0.002636320297300305,-0.10997043401740204,0.08418843796357749
2020-02-14,0.010264957993829236,-0.10664618525784186,0.08306397739612675
2020-02-15,0.012859877011044829,-0.10509304087709528,0.0652321076000453
2020-02-16,0.004368110229170623,-0.1073151207870267,0.07900667397860352
2020-02-17,0.002272356231564506,-0.10858853735465936,0.07587110333555494
2020-02-18,0.0163874335458969,-0.10532519865799664,0.0715130759206507
2020-02-19,0.021350232381169166,-0.09993413939348021,0.06760367626819103
2020-02-20,0.015702093403627403,-0.11345773006276322,0.04007319365048824
2020-02-21,0.01673473875362895,-0.11301245698323936,0.009448206656694855
2020-02-22,0.023346553914476112,-0.11073575064898965,0.025205868717575654
2020-02-23,0.0327387856107898,-0.10258592759685851,0.01649393852433352
2020-02-24,0.02246892621759264,-0.1047554119408864,0.006608816414527999
2020-02-25,0.039726085980755714,-0.09812923713074868,-0.028298614869641026
2020-02-26,0.03716070250378356,-0.09237073874521455,-0.10427375459087627
2020-02-27,0.039660108881503654,-0.10367499125207963,-0.12790406261288453
2020-02-28,0.028599315284791923,-0.09810666663161076,-0.08365801178310936
2020-02-29,0.021946240957995633,-0.08550231651867014,-0.20913653120463865
2020-03-01,0.046524993916185725,-0.08569883720673364,-0.24196917289122147
2020-03-02,0.040141021172042844,-0.08747844029735109,-0.17347141281436992
2020-03-03,0.04144513891850455,-0.06881511119207805,-0.20726084558443592
2020-03-04,0.04464649216994916,-0.050122265023135666,-0.2579703691118763
2020-03-05,0.03200891178014927,-0.05050810249105895,-0.23156284225406598
2020-03-06,-0.017717473481822336,-0.03470068188312614,-0.2717621119371654
2020-03-07,0.01404912229995815,-0.06880111955289453,-0.17006137266409374
2020-03-08,-0.006073852253699812,0.007975223991912247,-0.26362688729671224
2020-03-09,0.04235688661741093,-0.04099978769348892,-0.170442735915673
2020-03-10,-0.002709956783054456,0.03691154914185558,-0.28035557207642703
2020-03-11,-0.0886747212705974,0.014514932725671056,-0.23577888870412878
2020-03-12,1.6295757712679644e-05,-0.010951322914508567,-0.0798055205756221
2020-03-13,-0.10302296323904063,0.0801494654779085,-0.2562513265508214
2020-03-14,-0.09888049495757668,0.03801653145931464,-0.1769372592473724
2020-03-15,-0.13351652550255738,0.03878254040303815,-0.07454917413335381
2020-03-16,-0.22518977767298926,0.06557719968833643,0.041336193030241816
2020-03-17,-0.2653866310918903,0.07640831743301424,0.041792351055333576
2020-03-18,-0.1556280633705545,0.06802022823690203,-0.024687872446280155
2020-03-19,-0.24566632784554335,0.07671787699815373,0.024947149728344976
2020-03-20,-0.2537929405769644,0.08056873955439203,0.050829202084843955
2020-03-21,-0.20025479562749435,0.10597356852367046,0.032252052213717256
2020-03-22,-0.23987887818219214,0.08154146015337026,0.032665850303522675
2020-03-23,-0.19482412932277637,0.08140724701508037,0.045229890165333575
2020-03-24,-0.18441783403372938,0.09196340788761706,0.046974828495705695
2020-03-25,-0.1733464605480759,0.09808534214399565,0.03907005472615613
2020-03-26,-0.13732451039506502,0.11726927783351482,0.04606167283402069
2020-03-27,-0.09004316299225797,0.13027324167135582,0.01170202369327858
2020-03-28,-0.10222963749665137,0.1133643160324274,0.029865259974875297
2020-03-29,-0.08997558313801109,0.11872703250236762,0.05398668820394151
2020-03-30,-0.014493214706871165,0.11156851394242438,-0.008823037286668427
2020-03-31,-0.07003628750815098,0.11812687811916958,0.03565328420654405
2020-04-01,-0.046044782850787745,0.11750047088841874,0.034552883828557084
2020-04-02,-0.03703145402414069,0.12781139646471035,0.016772913917789248
2020-04-03,-0.020858988661116688,0.12026179691322747,0.021494423947662353
2020-04-04,0.00902250575217723,0.1227570335873874,0.01561655809211061
2020-04-05,0.0027785386963107062,0.1161010127039152,0.04011688428816381
2020-04-06,0.02720225649704804,0.11250175167244895,0.035955128070553774
2020-04-07,0.05298430443028544,0.12243327095996413,0.01620740460226445
2020-04-08,0.04410824716923109,0.12245049702026052,0.036948153498650105
